GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,HOU,TB
2023110505,2023-11-05,1,15,0,HOU,TB,1,10,25,0,0,(15:00) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT RIGHT TO 3-N.DELL.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,0,0,0
2023110505,2023-11-05,1,15,0,HOU,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,0,0,0
2023110505,2023-11-05,1,14,55,HOU,TB,2,10,25,0,0,(14:55) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT RIGHT [7-S.BARRETT].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,5,0,0
2023110505,2023-11-05,1,14,48,HOU,TB,3,10,25,0,0,"(14:48) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 86-D.SCHULTZ TO HOU 34 FOR 9 YARDS (54-L.DAVID). FUMBLES (54-L.DAVID), TOUCHED AT HOU 34, RECOVERED BY TB-31-A.WINFIELD AT HOU 42.",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,,25,OWN,0,,0,,0,12,0,0
2023110505,2023-11-05,1,14,38,TB,HOU,1,10,58,0,0,"(14:38) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 88-C.OTTON TO HOU 18 FOR 24 YARDS (1-J.WARD) [52-J.GREENARD]. PENALTY ON HOU-52-J.GREENARD, DEFENSIVE OFFSIDE, DECLINED.",0,2023,24,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,42,OPP,0,HOU,0,DEFENSIVE OFFSIDE,0,22,0,0
2023110505,2023-11-05,1,14,15,TB,HOU,1,10,82,0,0,"(14:15) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO HOU 18 FOR NO GAIN (53-B.CASHMAN, 6-D.PERRYMAN).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,18,OPP,0,,0,,0,45,0,0
2023110505,2023-11-05,1,13,40,TB,HOU,2,10,82,0,0,(13:40) 6-B.MAYFIELD PASS INCOMPLETE SHORT RIGHT TO 88-C.OTTON.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,80,0,0
2023110505,2023-11-05,1,13,36,TB,HOU,3,10,82,0,0,(13:36) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 1-R.WHITE PUSHED OB AT HOU 17 FOR 1 YARD (53-B.CASHMAN).,0,2023,1,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,84,0,0
2023110505,2023-11-05,1,12,59,TB,HOU,4,9,83,0,0,"(12:59) 4-C.MCLAUGHLIN 35 YARD FIELD GOAL IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,17,OPP,0,,0,,0,121,0,0
2023110505,2023-11-05,1,12,56,HOU,TB,0,0,100,1,0,TIMEOUT AT 12:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,124,0,0
2023110505,2023-11-05,1,12,56,HOU,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,124,0,0
2023110505,2023-11-05,1,12,56,HOU,TB,1,10,25,1,0,(12:56) 7-C.STROUD PASS SHORT RIGHT TO 86-D.SCHULTZ TO HOU 46 FOR 21 YARDS (24-C.DAVIS).,0,2023,21,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,124,0,0
2023110505,2023-11-05,1,12,17,HOU,TB,1,10,46,0,0,(12:17) 26-D.SINGLETARY LEFT GUARD TO HOU 49 FOR 3 YARDS (50-V.VEA).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,46,OWN,0,,0,,0,163,0,0
2023110505,2023-11-05,1,11,38,HOU,TB,2,7,49,1,0,(11:38) (SHOTGUN) 7-C.STROUD PASS SHORT MIDDLE TO 3-N.DELL TO TB 36 FOR 15 YARDS (23-R.NEAL).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,202,0,0
2023110505,2023-11-05,1,11,2,HOU,TB,1,10,64,0,0,(11:02) (SHOTGUN) 26-D.SINGLETARY LEFT GUARD TO TB 37 FOR -1 YARDS (54-L.DAVID).,0,2023,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,36,OPP,0,,0,,0,238,0,0
2023110505,2023-11-05,1,10,24,HOU,TB,2,11,63,0,0,(10:24) (SHOTGUN) 3-N.DELL LEFT END TO TB 35 FOR 2 YARDS (7-S.BARRETT).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,37,OPP,0,,0,,0,276,0,0
2023110505,2023-11-05,1,9,43,HOU,TB,3,9,65,0,0,"(9:43) (SHOTGUN) 7-C.STROUD PASS SHORT RIGHT TO 85-N.BROWN TO TB 29 FOR 6 YARDS (45-D.WHITE). PENALTY ON TB-7-S.BARRETT, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT TB 29.",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,35,OPP,1,TB,0,ROUGHING THE PASSER,15,317,0,0
2023110505,2023-11-05,1,9,14,HOU,TB,1,10,86,1,0,"(9:14) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 12-N.COLLINS FOR 14 YARDS, TOUCHDOWN. TB-35-J.DEAN WAS INJURED DURING THE PLAY. HE IS OUT.",0,2023,14,SHOTGUN,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,14,OPP,0,,0,,0,346,0,0
2023110505,2023-11-05,1,9,10,TB,HOU,0,0,65,1,0,"15-K.FAIRBAIRN KICKS 65 YARDS FROM HOU 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,350,0,0
2023110505,2023-11-05,1,9,10,HOU,TB,0,0,100,1,0,TIMEOUT AT 09:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,350,0,0
2023110505,2023-11-05,1,9,10,TB,HOU,1,10,25,1,0,(9:10) 6-B.MAYFIELD PASS SHORT LEFT TO 1-R.WHITE TO HOU 42 FOR 33 YARDS (53-B.CASHMAN; 5-J.PITRE).,0,2023,33,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,350,0,0
2023110505,2023-11-05,1,9,10,HOU,TB,0,0,85,1,0,"15-K.FAIRBAIRN EXTRA POINT IS GOOD, CENTER-46-J.WEEKS, HOLDER-11-C.JOHNSTON.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,350,0,0
2023110505,2023-11-05,1,8,27,TB,HOU,1,10,58,0,0,(8:27) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO HOU 38 FOR 4 YARDS (55-J.HUGHES).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,42,OPP,0,,0,,0,393,0,0
2023110505,2023-11-05,1,7,50,TB,HOU,2,6,62,0,0,"(7:50) 1-R.WHITE RIGHT GUARD TO HOU 34 FOR 4 YARDS (6-D.PERRYMAN, 0-S.GRIFFIN).",0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,38,OPP,0,,0,,0,430,0,0
2023110505,2023-11-05,1,7,16,TB,HOU,3,2,66,1,0,(7:16) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 13-M.EVANS TO HOU 24 FOR 10 YARDS (29-M.STEWART).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,464,0,0
2023110505,2023-11-05,1,6,42,TB,HOU,1,10,76,0,0,(6:42) (SHOTGUN) 21-K.VAUGHN RIGHT TACKLE TO HOU 23 FOR 1 YARD (52-J.GREENARD).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,24,OPP,0,,0,,0,498,0,0
2023110505,2023-11-05,1,6,4,TB,HOU,2,9,77,0,0,(6:04) 21-K.VAUGHN LEFT GUARD TO HOU 22 FOR 1 YARD (91-H.RIDGEWAY).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,23,OPP,0,,0,,0,536,0,0
2023110505,2023-11-05,1,5,27,TB,HOU,3,8,78,0,0,"(5:27) (SHOTGUN) 6-B.MAYFIELD SACKED AT HOU 27 FOR -5 YARDS (51-W.ANDERSON). PENALTY ON HOU-1-J.WARD, UNNECESSARY ROUGHNESS, 14 YARDS, ENFORCED AT HOU 27. PENALTY ON HOU-29-M.STEWART, ILLEGAL CONTACT, DECLINED.",0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,22,OPP,0,HOU,0,UNNECESSARY ROUGHNESS,0,573,0,0
2023110505,2023-11-05,1,4,47,TB,HOU,1,10,87,0,0,(4:47) (SHOTGUN) 1-R.WHITE UP THE MIDDLE TO HOU 9 FOR 4 YARDS (53-B.CASHMAN; 39-H.TO'OTO'O).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,13,OPP,0,,0,,0,613,0,0
