GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,GB,PIT
2023111205,2023-11-12,1,15,0,PIT,GB,1,10,25,0,0,(15:00) (SHOTGUN) 22-N.HARRIS RIGHT GUARD TO PIT 30 FOR 5 YARDS (34-J.OWENS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,10,0,0,0
2023111205,2023-11-12,1,15,0,PIT,GB,0,0,65,1,0,"17-A.CARLSON KICKS 65 YARDS FROM GB 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,10,0,0,0
2023111205,2023-11-12,1,14,30,PIT,GB,2,5,30,1,0,(14:30) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 14-G.PICKENS PUSHED OB AT PIT 35 FOR 5 YARDS (35-C.BALLENTINE).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,10,30,0,0
2023111205,2023-11-12,1,13,59,PIT,GB,1,10,35,1,0,(13:59) 8-K.PICKETT PASS SHORT RIGHT TO 83-CO.HEYWARD TO PIT 48 FOR 13 YARDS (37-C.VALENTINE).,0,2023,13,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,10,61,0,0
2023111205,2023-11-12,1,13,25,PIT,GB,1,10,48,0,0,"(13:25) 22-N.HARRIS RIGHT GUARD TO PIT 48 FOR NO GAIN (97-K.CLARK, 93-T.SLATON).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,48,OWN,0,,0,,0,10,95,0,0
2023111205,2023-11-12,1,12,48,PIT,GB,2,10,48,0,0,(12:48) (SHOTGUN) 22-N.HARRIS UP THE MIDDLE TO GB 45 FOR 7 YARDS (20-R.FORD).,0,2023,7,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,48,OWN,0,,0,,0,10,132,0,0
2023111205,2023-11-12,1,12,10,PIT,GB,3,3,55,0,0,"(12:10) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE DEEP RIGHT TO 18-D.JOHNSON. PENALTY ON GB-37-C.VALENTINE, DEFENSIVE PASS INTERFERENCE, 17 YARDS, ENFORCED AT GB 45 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,45,OPP,1,GB,1,DEFENSIVE PASS INTERFERENCE,17,10,170,0,0
2023111205,2023-11-12,1,12,4,PIT,GB,1,10,72,1,0,(12:04) (SHOTGUN) 30-J.WARREN LEFT GUARD TO GB 16 FOR 12 YARDS (25-K.NIXON; 34-J.OWENS).,0,2023,12,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,28,OPP,0,,0,,0,10,176,0,0
2023111205,2023-11-12,1,11,21,PIT,GB,1,10,84,0,0,(11:21) (SHOTGUN) 8-K.PICKETT PASS SHORT RIGHT TO 30-J.WARREN TO GB 10 FOR 6 YARDS (90-L.VAN NESS).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,16,OPP,0,,0,,0,10,219,0,0
2023111205,2023-11-12,1,10,40,PIT,GB,2,4,90,1,0,(10:40) (SHOTGUN) 22-N.HARRIS LEFT GUARD TO GB 4 FOR 6 YARDS (34-J.OWENS).,0,2023,6,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,10,OPP,0,,0,,0,10,260,0,0
