GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,HOU,NO
2023101505,2023-10-15,1,15,0,HOU,NO,0,0,65,0,0,"19-B.GRUPE KICKS 66 YARDS FROM NO 35 TO HOU -1. 26-D.SINGLETARY TO HOU 19 FOR 20 YARDS (45-N.SEWELL, 33-J.MIMS). PENALTY ON HOU-29-M.STEWART, OFFENSIVE HOLDING, 8 YARDS, ENFORCED AT HOU 17.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,1,0,0,,35,OPP,1,HOU,0,OFFENSIVE HOLDING,8,6,0,0,0
2023101505,2023-10-15,1,14,56,HOU,NO,1,10,9,0,0,(14:56) 7-C.STROUD SCRAMBLES LEFT END TO HOU 11 FOR 2 YARDS (53-Z.BAUN).,0,2023,2,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,6,4,0,0
2023101505,2023-10-15,1,14,22,HOU,NO,2,8,11,0,0,(14:22) (SHOTGUN) 31-D.PIERCE LEFT GUARD TO HOU 13 FOR 2 YARDS (56-D.DAVIS; 99-K.SAUNDERS).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,11,OWN,0,,0,,0,6,38,0,0
2023101505,2023-10-15,1,13,38,HOU,NO,3,6,13,1,0,(13:38) (SHOTGUN) 7-C.STROUD PASS SHORT LEFT TO 86-D.SCHULTZ TO HOU 32 FOR 19 YARDS (31-J.HOWDEN).,0,2023,19,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,13,OWN,0,,0,,0,6,82,0,0
2023101505,2023-10-15,1,13,0,HOU,NO,1,10,32,0,0,"(13:00) (NO HUDDLE, SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT RIGHT TO 86-D.SCHULTZ.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,6,120,0,0
2023101505,2023-10-15,1,12,57,HOU,NO,2,10,32,1,0,(12:57) (SHOTGUN) 7-C.STROUD PASS SHORT MIDDLE TO 12-N.COLLINS TO HOU 43 FOR 11 YARDS (1-A.TAYLOR).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,32,OWN,0,,0,,0,6,123,0,0
2023101505,2023-10-15,1,12,11,HOU,NO,1,10,43,0,0,"(12:11) 31-D.PIERCE LEFT TACKLE TO HOU 48 FOR 5 YARDS (93-N.SHEPHERD, 53-Z.BAUN).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,43,OWN,0,,0,,0,6,169,0,0
2023101505,2023-10-15,1,11,34,HOU,NO,2,5,48,0,0,(11:34) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE SHORT LEFT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,6,206,0,0
2023101505,2023-10-15,1,11,28,HOU,NO,3,5,48,0,0,(11:28) (SHOTGUN) 7-C.STROUD PASS INCOMPLETE DEEP LEFT TO 85-N.BROWN [56-D.DAVIS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,6,212,0,0
2023101505,2023-10-15,1,11,21,HOU,NO,4,5,48,0,0,"(11:21) 11-C.JOHNSTON PUNTS 52 YARDS TO END ZONE, CENTER-46-J.WEEKS, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,6,219,0,0
2023101505,2023-10-15,1,11,13,NO,HOU,1,10,20,1,0,(11:13) 4-D.CARR PASS SHORT MIDDLE TO 41-A.KAMARA TO NO 35 FOR 15 YARDS (53-B.CASHMAN; 39-H.TO'OTO'O).,0,2023,15,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,6,227,0,0
2023101505,2023-10-15,1,11,13,HOU,NO,0,0,100,1,0,TIMEOUT AT 11:13.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,6,227,0,0
